index,total_num,average_num,average_fee,day_deliver_coupon_num,coupon_discount,day_order_num,day_average_order_fee,step
3.0,40.0,1.0526315789473686,40.623532876315785,0.0,0.95,1.0,41.53195527,29.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,0.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,1.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,2.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,3.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,4.0
4.0,6.0,1.2,22.937221578,2.0,0.8,0.0,0.0,5.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,6.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,7.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,8.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,9.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,10.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,11.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,12.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,13.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,14.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,15.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,16.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,17.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,18.0
4.0,6.0,1.2,22.937221578,2.0,0.8,0.0,0.0,19.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,20.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,21.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,22.0
4.0,6.0,1.2,22.937221578,2.0,0.85,0.0,0.0,23.0
4.0,6.0,1.2,22.937221578,2.0,0.85,0.0,0.0,24.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,25.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,26.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,27.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,28.0
4.0,6.0,1.2,22.937221578,0.0,0.95,0.0,0.0,29.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,0.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,1.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,2.0
5.0,8.0,1.3333333333333333,12.542242901666667,2.0,0.8,0.0,0.0,3.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,4.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,5.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,6.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,7.0
5.0,8.0,1.3333333333333333,12.542242901666667,2.0,0.8,0.0,0.0,8.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,9.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,10.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,11.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,12.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,13.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,14.0
5.0,8.0,1.3333333333333333,12.542242901666667,0.0,0.95,0.0,0.0,15.0
5.0,8.0,1.3333333333333333,12.542242901666667,2.0,0.85,1.0,10.64055983,16.0
5.0,9.0,1.2857142857142856,12.27057389142857,0.0,0.95,0.0,0.0,17.0
5.0,9.0,1.2857142857142856,12.27057389142857,0.0,0.95,0.0,0.0,18.0
5.0,9.0,1.2857142857142856,12.27057389142857,0.0,0.95,0.0,0.0,19.0
5.0,9.0,1.2857142857142856,12.27057389142857,0.0,0.95,0.0,0.0,20.0
5.0,9.0,1.2857142857142856,12.27057389142857,0.0,0.95,0.0,0.0,21.0
5.0,9.0,1.2857142857142856,12.27057389142857,2.0,0.8,1.0,9.791863098,22.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,23.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,24.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,25.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,26.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,27.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,28.0
5.0,10.0,1.25,11.960735042249999,0.0,0.95,0.0,0.0,29.0
6.0,8.0,1.6,19.544256284,0.0,0.95,0.0,0.0,0.0
6.0,8.0,1.6,19.544256284,0.0,0.95,0.0,0.0,1.0
6.0,8.0,1.6,19.544256284,2.0,0.8,1.0,19.52225687,2.0
6.0,9.0,1.5,19.540589715,0.0,0.95,0.0,0.0,3.0
6.0,9.0,1.5,19.540589715,2.0,0.8,1.0,18.64454401,4.0
6.0,10.0,1.4285714285714286,19.412583185714286,0.0,0.95,0.0,0.0,5.0
6.0,10.0,1.4285714285714286,19.412583185714286,0.0,0.95,0.0,0.0,6.0
6.0,10.0,1.4285714285714286,19.412583185714286,0.0,0.95,0.0,0.0,7.0
6.0,10.0,1.4285714285714286,19.412583185714286,0.0,0.95,0.0,0.0,8.0
6.0,10.0,1.4285714285714286,19.412583185714286,2.0,0.8,1.0,19.90399853,9.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,10.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,11.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,12.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,13.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,14.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,15.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,16.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,17.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,18.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,19.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,20.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,21.0
6.0,11.0,1.375,19.47401010375,0.0,0.95,0.0,0.0,22.0
6.0,11.0,1.375,19.47401010375,2.0,0.8,1.0,18.94842264,23.0
6.0,12.0,1.3333333333333333,19.415611496666667,2.0,0.8,1.0,20.19343674,24.0
6.0,13.0,1.2999999999999998,19.493394021,0.0,0.95,0.0,0.0,25.0
6.0,13.0,1.2999999999999998,19.493394021,0.0,0.95,0.0,0.0,26.0
6.0,13.0,1.2999999999999998,19.493394021,0.0,0.95,0.0,0.0,27.0
6.0,13.0,1.2999999999999998,19.493394021,0.0,0.95,0.0,0.0,28.0
6.0,13.0,1.2999999999999998,19.493394021,2.0,0.75,1.0,22.32889083,29.0
7.0,6.0,1.2,2.3138812522,2.0,0.7,2.0,0.888351772,0.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,1.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,2.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,3.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,4.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,5.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,6.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,7.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,8.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,9.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,10.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,11.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,12.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,13.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,14.0
7.0,8.0,1.3333333333333333,2.0762930054999997,2.0,0.9,0.0,0.0,15.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,16.0
7.0,8.0,1.3333333333333333,2.0762930054999997,2.0,0.9,0.0,0.0,17.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,18.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,19.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,20.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,21.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,22.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,23.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,24.0
7.0,8.0,1.3333333333333333,2.0762930054999997,2.0,0.9,0.0,0.0,25.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,26.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,27.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,28.0
7.0,8.0,1.3333333333333333,2.0762930054999997,0.0,0.95,0.0,0.0,29.0
8.0,12.0,1.5,10.909578877125,0.0,0.95,0.0,0.0,0.0
8.0,12.0,1.5,10.909578877125,0.0,0.95,1.0,11.19483254,1.0
8.0,13.0,1.4444444444444444,10.941273728555556,0.0,0.95,0.0,0.0,2.0
8.0,13.0,1.4444444444444444,10.941273728555556,0.0,0.95,1.0,15.12876451,3.0
8.0,14.0,1.4,11.3600228067,0.0,0.95,1.0,14.89542723,4.0
8.0,15.0,1.3636363636363635,11.681423208818181,0.0,0.95,0.0,0.0,5.0
8.0,15.0,1.3636363636363635,11.681423208818181,2.0,0.8,1.0,14.19062912,6.0
8.0,16.0,1.3333333333333333,11.890523701416665,0.0,0.95,0.0,0.0,7.0
8.0,16.0,1.3333333333333333,11.890523701416665,0.0,0.95,0.0,0.0,8.0
8.0,16.0,1.3333333333333333,11.890523701416665,0.0,0.95,0.0,0.0,9.0
8.0,16.0,1.3333333333333333,11.890523701416665,0.0,0.95,1.0,14.24523145,10.0
8.0,17.0,1.3076923076923077,12.071655066692307,0.0,0.95,1.0,14.29315209,11.0
8.0,18.0,1.2857142857142858,12.2303334255,0.0,0.95,1.0,14.85023648,12.0
8.0,19.0,1.2666666666666668,12.404993629133333,2.0,0.75,1.0,14.66694772,13.0
8.0,20.0,1.2500000000000002,12.5463657598125,0.0,0.95,0.0,0.0,14.0
8.0,20.0,1.2500000000000002,12.5463657598125,0.0,0.95,0.0,0.0,15.0
8.0,20.0,1.2500000000000002,12.5463657598125,0.0,0.95,0.0,0.0,16.0
8.0,20.0,1.2500000000000002,12.5463657598125,0.0,0.95,1.0,14.44398314,17.0
8.0,21.0,1.235294117647059,12.657990311588236,0.0,0.95,0.0,0.0,18.0
8.0,21.0,1.235294117647059,12.657990311588236,0.0,0.95,1.0,14.92792368,19.0
8.0,22.0,1.2222222222222225,12.784097720944445,0.0,0.95,1.0,14.78518546,20.0
8.0,23.0,1.210526315789474,12.889418128263157,0.0,0.95,0.0,0.0,21.0
8.0,23.0,1.210526315789474,12.889418128263157,0.0,0.95,0.0,0.0,22.0
8.0,23.0,1.210526315789474,12.889418128263157,0.0,0.95,0.0,0.0,23.0
8.0,23.0,1.210526315789474,12.889418128263157,0.0,0.95,0.0,0.0,24.0
8.0,23.0,1.210526315789474,12.889418128263157,0.0,0.95,1.0,14.4873023,25.0
8.0,24.0,1.2000000000000002,12.969312336849999,0.0,0.95,1.0,14.8250252,26.0
8.0,25.0,1.1904761904761907,13.057679616047619,0.0,0.95,0.0,0.0,27.0
8.0,25.0,1.1904761904761907,13.057679616047619,0.0,0.95,1.0,14.84065056,28.0
8.0,26.0,1.181818181818182,13.138723749863637,0.0,0.95,1.0,12.87280567,29.0
9.0,20.0,1.25,42.24611155,0.0,0.95,1.0,37.6878202,0.0
9.0,21.0,1.2352941176470589,41.977976764705886,0.0,0.95,1.0,41.10379815,1.0
9.0,22.0,1.2222222222222223,41.92941128611111,0.0,0.95,1.0,38.78121674,2.0
9.0,23.0,1.2105263157894737,41.76371683631579,0.0,0.95,1.0,38.69126439,3.0
9.0,24.0,1.2,41.610094214,0.0,0.95,1.0,37.43028641,4.0
9.0,25.0,1.1904761904761905,41.41105574714286,2.0,0.6,2.0,40.75971246,5.0
9.0,27.0,1.2272727272727273,41.381449234090915,0.0,0.95,1.0,40.71967304,6.0
9.0,28.0,1.2173913043478262,41.35267635608696,0.0,0.95,1.0,40.6695962,7.0
9.0,29.0,1.2083333333333335,41.32421468291667,0.0,0.95,1.0,38.35492134,8.0
9.0,30.0,1.2000000000000002,41.2054429492,0.0,0.95,0.0,0.0,9.0
9.0,30.0,1.2000000000000002,41.2054429492,2.0,0.6,1.0,38.29783797,10.0
9.0,31.0,1.1923076923076925,41.09361198846154,0.0,0.95,1.0,38.1696552,11.0
9.0,32.0,1.1851851851851853,40.98531729259259,2.0,0.6,1.0,38.10979724,12.0
9.0,33.0,1.1785714285714288,40.88262014785714,0.0,0.95,1.0,36.94776893,13.0
9.0,34.0,1.1724137931034486,40.74693562310345,0.0,0.95,0.0,0.0,14.0
9.0,34.0,1.1724137931034486,40.74693562310345,2.0,0.6,2.0,36.90642118,15.0
9.0,36.0,1.2000000000000004,40.618918475,0.0,0.95,1.0,36.83104515,16.0
9.0,37.0,1.1935483870967747,40.496729012903224,0.0,0.95,1.0,37.67583072,17.0
9.0,38.0,1.1875000000000004,40.40857594125,0.0,0.95,1.0,37.56631613,18.0
9.0,39.0,1.1818181818181823,40.32244685606061,0.0,0.95,1.0,37.61876225,19.0
9.0,40.0,1.1764705882352946,40.24292672058824,0.0,0.95,1.0,36.62962615,20.0
9.0,41.0,1.171428571428572,40.139689561428575,0.0,0.95,1.0,37.45827675,21.0
9.0,42.0,1.1666666666666672,40.06520587222223,0.0,0.95,1.0,36.53118908,22.0
9.0,43.0,1.1621621621621627,39.969691904864874,0.0,0.95,0.0,0.0,23.0
9.0,43.0,1.1621621621621627,39.969691904864874,2.0,0.6,2.0,37.25759089,24.0
9.0,45.0,1.18421052631579,39.898320825526326,0.0,0.95,1.0,37.19100952,25.0
9.0,46.0,1.17948717948718,39.828902586923085,0.0,0.95,1.0,37.22702265,26.0
9.0,47.0,1.1750000000000005,39.76385558850001,0.0,0.95,1.0,37.19602525,27.0
9.0,48.0,1.1707317073170735,39.70122558024391,0.0,0.95,0.0,0.0,28.0
9.0,48.0,1.1707317073170735,39.70122558024391,0.0,0.95,0.0,0.0,29.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,0.0
10.0,1.0,1.0,0.440440178,1.0,0.9,0.0,0.0,1.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,2.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,3.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,4.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,5.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,6.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,7.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,8.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,9.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,10.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,11.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,12.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,13.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,14.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,15.0
10.0,1.0,1.0,0.440440178,1.0,0.9,0.0,0.0,16.0
10.0,1.0,1.0,0.440440178,1.0,0.9,0.0,0.0,17.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,18.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,19.0
10.0,1.0,1.0,0.440440178,0.0,0.95,0.0,0.0,20.0
